fraction,Baseline,Feature Extraction,Full Fine-Tuning,Gradual Unfreezing
0.01,68.75,65.60576923076923,86.2548076923077,86.07211538461539
0.05,85.64903846153847,74.0576923076923,92.77884615384615,92.3173076923077
0.1,88.23076923076924,74.02403846153847,93.08653846153845,93.0
0.2,90.64423076923077,81.09134615384616,93.54326923076923,93.80288461538461
0.5,92.05288461538461,79.20673076923077,94.49038461538461,94.16826923076923
